CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Segment
16786,394,1,51.839999999999996,2,1,1,Needs Attention
16787,398,114,1035.43,2,4,3,At Risk
16788,123,495,1950.3,3,5,4,Loyal Customer
16789,8,5,80.8,5,1,1,Recent User
16790,4,93,1545.6200000000001,5,4,4,Champion
16791,29,698,4038.69,4,5,5,Champion
16792,282,102,623.46,2,4,3,At Risk
16793,57,16,243.84,4,1,1,Recent User
16794,1,518,2090.91,5,5,4,Champion
16795,365,408,2492.39,2,5,4,At Risk
16796,89,18,305.62,3,2,2,Needs Attention
16797,393,407,1827.77,2,5,4,At Risk
16798,554,173,848.71,1,4,3,At Risk
16799,432,106,495.98,1,4,2,At Risk
16800,11,164,1201.49,5,4,3,Loyal Customer
16801,163,76,1619.73,3,3,4,Loyal Customer
16802,679,53,582.61,1,3,2,At Risk
16803,65,24,332.3,3,2,2,Needs Attention
16804,23,60,536.99,4,3,2,Loyal Customer
16805,174,251,1097.24,3,5,3,Loyal Customer
16806,103,103,801.49,3,4,3,Loyal Customer
16807,143,142,2123.88,3,4,4,Loyal Customer
16808,99,23,288.42,3,2,1,Needs Attention
16809,23,259,1727.43,4,5,4,Champion
16810,192,34,842.0400000000001,2,2,3,Needs Attention
16811,5,28,547.07,5,2,2,Recent User
16812,361,115,2392.0,2,4,4,At Risk
16813,8,449,1692.98,5,5,4,Champion
16814,14,804,12499.710000000001,5,5,5,Champion
16815,454,74,410.97,1,3,2,At Risk
16816,103,28,417.06,3,2,2,Needs Attention
16817,3,151,2804.9,5,4,4,Champion
16818,11,188,3349.57,5,5,5,Champion
16819,465,17,182.59,1,2,1,Needs Attention
16820,96,26,497.61,3,2,2,Needs Attention
16821,382,7,113.35,2,1,1,Needs Attention
16822,686,11,181.39,1,1,1,Lost
16823,227,175,2260.09,2,4,4,At Risk
16824,16,39,686.24,5,3,3,Loyal Customer
16825,39,64,1826.89,4,3,4,Loyal Customer
16826,51,22,341.7,4,2,2,Recent User
16827,393,12,392.13,2,1,2,Needs Attention
16828,93,8,128.5,3,1,1,Needs Attention
16829,157,27,513.32,3,2,2,Needs Attention
16830,39,75,1207.5,4,3,3,Loyal Customer
16831,565,6,91.8,1,1,1,Lost
16832,184,21,417.61,3,2,2,Needs Attention
16833,1,92,2409.04,5,4,4,Champion
16834,228,48,898.96,2,3,3,At Risk
16835,128,87,1538.41,3,4,4,Loyal Customer
16836,40,42,782.37,4,3,3,Loyal Customer
16837,31,165,3170.98,4,4,5,Champion
16838,197,59,1159.61,2,3,3,At Risk
16839,9,355,22310.49,5,5,5,Champion
16840,603,9,139.85,1,1,1,Lost
16841,37,219,4006.06,4,5,5,Champion
16842,101,63,1264.19,3,3,4,Loyal Customer
16843,43,596,19571.43,4,5,5,Champion
16844,563,32,614.34,1,2,2,Needs Attention
16845,618,20,253.88,1,2,1,Needs Attention
16846,50,47,842.41,4,3,3,Loyal Customer
16847,43,37,614.89,4,2,2,Recent User
16848,53,85,1411.62,4,4,4,Champion
16849,187,8,124.57,3,1,1,Needs Attention
16850,334,19,332.41,2,2,2,Needs Attention
16851,4,20,342.45,5,2,2,Recent User
16852,10,9,144.91000000000003,5,1,1,Recent User
16854,417,75,1408.96,1,3,4,At Risk
16855,24,19,328.4,4,2,2,Recent User
16856,15,19,358.49,5,2,2,Recent User
16857,443,11,352.8,1,1,2,Lost
16858,369,136,4668.28,2,4,5,At Risk
16859,145,110,1932.41,3,4,4,Loyal Customer
16860,453,43,1610.62,1,3,4,At Risk
16861,60,49,946.59,3,3,3,Loyal Customer
16862,547,35,662.33,1,2,3,Needs Attention
16863,31,56,998.52,4,3,3,Loyal Customer
16864,434,17,409.25,1,2,2,Needs Attention
16865,402,16,130.95,2,1,1,Needs Attention
16866,141,11,207.73999999999998,3,1,1,Needs Attention
16867,690,6,76.74000000000001,1,1,1,Lost
16868,394,54,393.39,2,3,2,At Risk
16869,23,128,825.42,4,4,3,Loyal Customer
16870,469,28,450.15999999999997,1,2,2,Needs Attention
16871,22,137,2812.34,4,4,4,Champion
16872,77,18,1213.13,3,2,3,Needs Attention
16873,5,512,14617.39,5,5,5,Champion
16874,379,34,217.74,2,2,1,Needs Attention
16875,67,230,4234.53,3,5,5,Loyal Customer
16876,404,32,136.01,2,2,1,Needs Attention
16877,12,159,853.72,5,4,3,Loyal Customer
16878,84,3,13.3,3,1,1,Needs Attention
16880,31,187,1840.86,4,5,4,Champion
16881,67,1,432.0,3,1,2,Needs Attention
16882,67,39,705.12,3,3,3,Loyal Customer
16883,187,288,2396.59,3,5,4,Loyal Customer
16884,38,75,1073.92,4,3,3,Loyal Customer
16885,15,142,710.74,5,4,3,Loyal Customer
16886,456,8,134.0,1,1,1,Lost
16887,35,102,660.72,4,4,3,Loyal Customer
16888,401,54,437.15,2,3,2,At Risk
16889,195,218,2530.9,2,5,4,At Risk
16890,477,19,285.41,1,2,1,Needs Attention
16891,2,516,2056.82,5,5,4,Champion
16892,1,139,762.1,5,4,3,Loyal Customer
16893,367,135,401.77,2,4,2,At Risk
16894,502,191,1324.06,1,5,4,At Risk
16895,65,171,1121.42,3,4,3,Loyal Customer
16896,555,18,103.95,1,2,1,Needs Attention
16897,299,37,289.78,2,2,1,Needs Attention
16898,26,293,1016.37,4,5,3,Loyal Customer
16899,8,179,1721.02,5,5,4,Champion
16900,17,79,887.11,5,4,3,Loyal Customer
16901,729,23,204.26,1,2,1,Needs Attention
16902,116,44,1706.88,3,3,4,Loyal Customer
16903,29,190,1062.28,4,5,3,Loyal Customer
16904,4,982,5132.37,5,5,5,Champion
16905,5,342,5034.15,5,5,5,Champion
16906,82,225,1448.8,3,5,4,Loyal Customer
16907,29,255,1707.9,4,5,4,Champion
16908,722,20,252.59,1,2,1,Needs Attention
16909,72,18,379.14,3,2,2,Needs Attention
16910,4,547,1510.06,5,5,4,Champion
16911,636,35,255.25,1,2,1,Needs Attention
16912,29,173,4480.31,4,4,5,Champion
16913,290,18,423.90999999999997,2,2,2,Needs Attention
16914,36,38,208.46,4,3,1,Loyal Customer
16915,9,74,1543.18,5,3,4,Loyal Customer
16916,24,264,1123.4,4,5,3,Loyal Customer
16917,277,51,1857.83,2,3,4,At Risk
16918,50,457,3213.29,4,5,5,Champion
16919,156,640,5125.91,3,5,5,Loyal Customer
16920,411,23,355.45,1,2,2,Needs Attention
16921,61,95,446.67,3,4,2,Loyal Customer
16922,573,122,611.08,1,4,2,At Risk
16923,12,1132,13378.36,5,5,5,Champion
16924,21,83,846.75,4,4,3,Loyal Customer
16925,540,18,125.65,1,2,1,Needs Attention
16926,371,114,1421.35,2,4,4,At Risk
16927,116,6,543.05,3,1,2,Needs Attention
16928,80,335,4113.23,3,5,5,Loyal Customer
16929,4,77,1295.39,5,4,4,Champion
16930,26,54,380.55,4,3,2,Loyal Customer
16931,5,1001,5233.62,5,5,5,Champion
16932,53,144,440.71,4,4,2,Loyal Customer
16933,1,290,3181.25,5,5,5,Champion
16934,55,143,2110.9900000000002,4,4,4,Champion
16935,382,73,535.1,2,3,2,At Risk
16936,26,141,551.17,4,4,2,Loyal Customer
16937,499,51,202.1,1,3,1,At Risk
16938,9,836,7043.18,5,5,5,Champion
16939,489,44,449.0,1,3,2,At Risk
16940,52,629,6427.66,4,5,5,Champion
16941,612,2,33.0,1,1,1,Lost
16942,13,281,1920.59,5,5,4,Champion
16943,212,35,1299.49,2,2,4,Needs Attention
16944,610,7,101.36,1,1,1,Lost
16945,22,474,8548.16,4,5,5,Champion
16946,383,75,1222.04,2,3,3,At Risk
16947,236,53,955.21,2,3,3,At Risk
16948,139,43,868.77,3,3,3,Loyal Customer
16949,4,60,1286.27,5,3,4,Loyal Customer
16950,57,150,3784.37,4,4,5,Champion
16951,135,86,1277.75,3,4,4,Loyal Customer
16952,109,88,798.78,3,4,3,Loyal Customer
16953,30,1,20.8,4,1,1,Recent User
16954,1,206,6081.88,5,5,5,Champion
16955,185,57,1309.41,3,3,4,Loyal Customer
16956,18,16,308.74,5,1,2,Recent User
16957,239,16,416.64,2,1,2,Needs Attention
16958,435,74,809.44,1,3,3,At Risk
16959,87,7,117.35000000000001,3,1,1,Needs Attention
16960,39,470,2043.43,4,5,4,Champion
16961,116,52,794.56,3,3,3,Loyal Customer
16962,410,15,251.04,2,1,1,Needs Attention
16963,187,7,110.55000000000001,3,1,1,Needs Attention
16964,733,6,207.85,1,1,1,Lost
16965,227,26,201.19,2,2,1,Needs Attention
16966,8,28,2154.97,5,2,4,Recent User
16967,189,21,319.02,3,2,2,Needs Attention
16968,4,31,439.43,5,2,2,Recent User
16969,39,42,650.41,4,3,3,Loyal Customer
16970,626,2,71.4,1,1,1,Lost
16971,38,41,357.21,4,3,2,Loyal Customer
16972,383,88,786.25,2,4,3,At Risk
16973,386,6,127.0,2,1,1,Needs Attention
16974,523,8,365.5,1,1,2,Lost
16975,423,45,926.12,1,3,3,At Risk
16976,267,2,251.51999999999998,2,1,1,Needs Attention
16977,395,28,496.0,2,2,2,Needs Attention
16978,78,67,768.88,3,3,3,Loyal Customer
16979,4,129,2859.74,5,4,4,Champion
16980,255,112,1473.3300000000002,2,4,4,At Risk
16982,61,22,384.06,3,2,2,Needs Attention
16983,13,249,3710.22,5,5,5,Champion
16984,88,1133,10754.8,3,5,5,Loyal Customer
16985,17,243,10923.16,5,5,5,Champion
16986,30,174,4888.75,4,4,5,Champion
16987,3,266,2535.9,5,5,4,Champion
16988,5,20,382.67,5,2,2,Recent User
16989,7,12,1133.25,5,1,3,Recent User
16990,219,2,344.0,2,1,2,Needs Attention
16991,421,74,1041.21,1,3,3,At Risk
16992,11,285,5476.5,5,5,5,Champion
16993,464,28,1950.9499999999998,1,2,4,Needs Attention
16996,30,75,2123.61,4,3,4,Loyal Customer
16997,288,12,702.0,2,1,3,Needs Attention
16998,150,6,402.0,3,1,2,Needs Attention
16999,23,23,484.82,4,2,2,Recent User
17000,396,30,406.3,2,2,2,Needs Attention
17001,1,275,6640.8,5,5,5,Champion
17002,86,84,2571.55,3,4,4,Loyal Customer
17003,402,112,830.16,2,4,3,At Risk
17004,46,70,2425.16,4,3,4,Loyal Customer
17005,471,20,742.36,1,2,3,Needs Attention
17006,5,130,1636.32,5,4,4,Champion
17007,51,67,1120.1,4,3,3,Loyal Customer
17008,429,1,81.36,1,1,1,Lost
17009,551,11,242.06,1,1,1,Lost
17010,18,11,195.36,5,1,1,Recent User
17011,30,28,671.7,4,2,3,Recent User
17012,725,42,384.16,1,3,2,At Risk
17014,8,74,586.33,5,3,2,Loyal Customer
17015,29,217,1842.56,4,5,4,Champion
17016,577,41,552.4,1,3,2,At Risk
17017,3,424,14110.61,5,5,5,Champion
17018,41,37,2287.7,4,2,4,Recent User
17019,11,713,4012.2,5,5,5,Champion
17020,542,69,935.62,1,3,3,At Risk
17021,442,48,1182.22,1,3,3,At Risk
17022,31,16,260.0,4,1,1,Recent User
17023,417,49,800.18,1,3,3,At Risk
17024,45,3,95.85,4,1,1,Recent User
17025,61,42,1510.6399999999999,3,3,4,Loyal Customer
17026,185,8,208.98,3,1,1,Needs Attention
17027,79,186,1327.1100000000001,3,5,4,Loyal Customer
17028,581,95,1593.83,1,4,4,At Risk
17029,111,29,2137.3,3,2,4,Needs Attention
17030,64,11,146.87,3,1,1,Needs Attention
17031,12,50,2773.85,5,3,4,Loyal Customer
17032,548,239,3004.6,1,5,5,At Risk
17033,86,40,1332.79,3,3,4,Loyal Customer
17034,16,59,1283.92,5,3,4,Loyal Customer
17035,246,33,613.59,2,2,2,Needs Attention
17036,383,12,176.9,2,1,1,Needs Attention
17037,88,75,1267.32,3,3,4,Loyal Customer
17038,30,63,743.17,4,3,3,Loyal Customer
17039,604,44,1954.99,1,3,4,At Risk
17040,138,16,463.25,3,1,2,Needs Attention
17041,27,129,1686.28,4,4,4,Champion
17042,3,98,1044.3799999999999,5,4,3,Loyal Customer
17043,32,205,2616.55,4,5,4,Champion
17044,25,149,11962.3,4,4,5,Champion
17045,113,53,827.6800000000001,3,3,3,Loyal Customer
17046,157,85,1906.07,3,4,4,Loyal Customer
17047,85,142,2289.23,3,4,4,Loyal Customer
17048,118,101,2071.68,3,4,4,Loyal Customer
17049,3,559,9947.48,5,5,5,Champion
17050,96,357,4691.79,3,5,5,Loyal Customer
17051,194,157,714.39,2,4,3,At Risk
17052,28,92,413.75,4,4,2,Loyal Customer
17053,131,13,498.48,3,1,2,Needs Attention
17054,28,83,1356.33,4,4,4,Champion
17055,446,30,239.55,1,2,1,Needs Attention
17056,738,8,128.60000000000002,1,1,1,Lost
17057,596,50,294.74,1,3,2,At Risk
17058,82,62,1179.89,3,3,3,Loyal Customer
17059,30,841,5602.53,4,5,5,Champion
17060,266,5,234.24,2,1,1,Needs Attention
17061,74,99,5232.2300000000005,3,4,5,Loyal Customer
17062,314,164,1208.22,2,4,3,At Risk
17063,21,205,3638.53,4,5,5,Champion
17064,59,62,859.35,4,3,3,Loyal Customer
17065,638,12,194.7,1,1,1,Lost
17066,726,18,228.34,1,2,1,Needs Attention
17067,725,13,454.54,1,1,2,Lost
17068,12,1024,9161.08,5,5,5,Champion
17069,28,295,5794.28,4,5,5,Champion
17070,114,105,445.32,3,4,2,Loyal Customer
17071,28,212,3801.2000000000003,4,5,5,Champion
17072,625,22,282.05,1,2,1,Needs Attention
17073,18,174,1446.09,5,4,4,Champion
17074,563,4,203.05,1,1,1,Lost
17075,18,200,2241.73,5,5,4,Champion
17076,36,50,1242.75,4,3,3,Loyal Customer
17077,578,1,306.0,1,1,2,Lost
17078,36,28,378.2,4,2,2,Recent User
17079,78,2,118.80000000000001,3,1,1,Needs Attention
17080,22,33,957.53,4,2,3,Recent User
17081,25,214,964.39,4,5,3,Loyal Customer
17082,33,170,4732.03,4,4,5,Champion
17083,109,115,4049.79,3,4,5,Loyal Customer
17084,35,294,5202.97,4,5,5,Champion
17085,123,997,7891.41,3,5,5,Loyal Customer
17086,7,96,2050.08,5,4,4,Champion
17087,738,12,221.53,1,1,1,Lost
17088,28,115,1991.01,4,4,4,Champion
17089,386,4,128.45,2,1,1,Needs Attention
17090,4,92,3149.48,5,4,5,Champion
17091,3,474,7811.1,5,5,5,Champion
17092,50,397,5594.96,4,5,5,Champion
17093,593,13,235.88,1,1,1,Lost
17094,322,18,402.20000000000005,2,2,2,Needs Attention
17095,23,137,2572.25,4,4,4,Champion
17096,15,217,3759.18,5,5,5,Champion
17097,2,310,1340.45,5,5,4,Champion
17098,382,18,591.0699999999999,2,2,2,Needs Attention
17099,533,40,582.17,1,3,2,At Risk
17100,18,65,971.74,5,3,3,Loyal Customer
17101,10,73,2507.05,5,3,4,Loyal Customer
17102,262,1,25.5,2,1,1,Needs Attention
17103,722,32,424.3,1,2,2,Needs Attention
17104,424,19,474.03,1,2,2,Needs Attention
17105,159,90,665.78,3,4,3,Loyal Customer
17106,389,53,491.23,2,3,2,At Risk
17107,33,674,16075.42,4,5,5,Champion
17108,664,9,174.95,1,1,1,Lost
17109,29,140,1295.46,4,4,4,Champion
17110,165,51,510.7,3,3,2,Loyal Customer
17111,47,49,476.58,4,3,2,Loyal Customer
17112,503,50,205.17,1,3,1,At Risk
17113,574,159,2322.59,1,4,4,At Risk
17114,6,127,808.62,5,4,3,Loyal Customer
17115,8,120,2761.4900000000002,5,4,4,Champion
17116,648,47,389.78,1,3,2,At Risk
17117,288,9,116.19999999999999,2,1,1,Needs Attention
17118,318,10,157.02,2,1,1,Needs Attention
17119,3,35,606.91,5,2,2,Recent User
17120,233,18,307.46,2,2,2,Needs Attention
17121,403,12,314.74,2,1,2,Needs Attention
17122,119,30,570.5,3,2,2,Needs Attention
17123,162,43,977.17,3,3,3,Loyal Customer
17124,185,32,298.89,3,2,2,Needs Attention
17125,50,40,259.35,4,3,1,Loyal Customer
17126,152,475,2070.44,3,5,4,Loyal Customer
17127,429,37,1155.0300000000002,1,2,3,Needs Attention
17128,335,14,157.09,2,1,1,Needs Attention
17129,520,2,31.85,1,1,1,Lost
17131,5,134,2463.17,5,4,4,Champion
17132,452,78,1272.8,1,4,4,At Risk
17133,16,56,14622.33,5,3,5,Loyal Customer
17134,107,37,637.1,3,2,3,Needs Attention
17135,16,160,1954.16,5,4,4,Champion
17136,662,14,231.68,1,1,1,Lost
17137,416,176,1133.63,1,4,3,At Risk
17138,276,256,4417.27,2,5,5,At Risk
17139,16,809,19584.46,5,5,5,Champion
17140,247,20,465.32,2,2,2,Needs Attention
17141,418,174,754.33,1,4,3,At Risk
17142,239,90,1283.75,2,4,4,At Risk
17143,417,121,924.11,1,4,3,At Risk
17144,1,48,984.57,5,3,3,Loyal Customer
17145,513,180,3120.91,1,5,5,At Risk
17146,106,303,5860.24,3,5,5,Loyal Customer
17147,23,136,3199.95,4,4,5,Champion
17148,52,9,124.88,4,1,1,Recent User
17149,451,6,143.10000000000002,1,1,1,Lost
17150,377,93,1375.65,2,4,4,At Risk
17151,735,4,231.90000000000003,1,1,1,Lost
17152,195,16,2016.5,2,2,4,Needs Attention
17153,24,14,213.78,4,1,1,Recent User
17154,75,23,329.34,3,2,2,Needs Attention
17155,18,73,892.46,5,3,3,Loyal Customer
17156,492,39,591.87,1,3,2,At Risk
17157,8,141,5151.9,5,4,5,Champion
17158,32,113,1980.0,4,4,4,Champion
17159,22,130,2099.59,4,4,4,Champion
17160,31,651,10209.16,4,5,5,Champion
17161,444,52,856.01,1,3,3,At Risk
17162,29,104,1715.46,4,4,4,Champion
17163,22,30,699.78,4,2,3,Recent User
17164,33,144,2467.35,4,4,4,Champion
17165,284,100,1794.32,2,4,4,At Risk
17166,39,12,206.34,4,1,1,Recent User
17167,380,79,867.11,2,4,3,At Risk
17168,499,21,400.2,1,2,2,Needs Attention
17169,58,75,1156.73,4,3,3,Loyal Customer
17170,374,10,178.68,2,1,1,Needs Attention
17171,289,25,384.59,2,2,2,Needs Attention
17172,79,39,956.5699999999999,3,3,3,Loyal Customer
17173,5,86,3766.6,5,4,5,Champion
17174,218,4,59.9,2,1,1,Needs Attention
17175,44,63,1443.69,4,3,4,Loyal Customer
17176,202,42,902.3199999999999,2,3,3,At Risk
17177,505,29,119.5,1,2,1,Needs Attention
17178,731,32,436.71,1,2,2,Needs Attention
17179,178,158,1507.26,3,4,4,Loyal Customer
17180,56,408,2256.98,4,5,4,Champion
17181,57,30,465.37,4,2,2,Recent User
17182,423,6,321.3,1,1,2,Lost
17183,8,73,3347.31,5,3,5,Loyal Customer
17184,569,14,198.41000000000003,1,1,1,Lost
17185,592,44,229.46,1,3,1,At Risk
17186,47,2,144.0,4,1,1,Recent User
17187,227,23,467.71,2,2,2,Needs Attention
17188,11,172,4592.93,5,4,5,Champion
17189,106,123,957.63,3,4,3,Loyal Customer
17190,59,195,1743.04,4,5,4,Champion
17191,28,575,4836.05,4,5,5,Champion
17192,536,21,77.83,1,2,1,Needs Attention
17193,36,44,2310.04,4,3,4,Loyal Customer
17194,274,61,812.5,2,3,3,At Risk
17195,655,31,562.98,1,2,2,Needs Attention
17196,428,104,352.9,1,4,2,At Risk
17197,30,29,1013.01,4,2,3,Recent User
17198,24,173,1213.88,4,4,3,Loyal Customer
17199,582,9,145.12,1,1,1,Lost
17200,387,25,356.71,2,2,2,Needs Attention
17201,54,186,1242.04,4,5,3,Loyal Customer
17202,421,8,160.65,1,1,1,Lost
17203,36,270,5575.88,4,5,5,Champion
17204,175,177,5504.6900000000005,3,4,5,Loyal Customer
17205,54,35,999.35,4,2,3,Recent User
17206,53,7,204.24,4,1,1,Recent User
17207,652,67,303.21999999999997,1,3,2,At Risk
17208,396,24,115.35,2,2,1,Needs Attention
17209,649,40,611.6,1,3,2,At Risk
17210,393,54,253.37,2,3,1,At Risk
17211,27,377,4046.65,4,5,5,Champion
17212,253,29,794.41,2,2,3,Needs Attention
17213,40,281,5182.3,4,5,5,Champion
17214,60,103,1069.1200000000001,3,4,3,Loyal Customer
17215,464,11,186.15,1,1,1,Lost
17216,554,14,65.05,1,1,1,Lost
17217,234,29,218.0,2,2,1,Needs Attention
17218,4,525,4192.68,5,5,5,Champion
17219,32,50,259.13,4,3,1,Loyal Customer
17220,24,681,4481.75,4,5,5,Champion
17221,7,126,978.52,5,4,3,Loyal Customer
17222,65,113,1605.01,3,4,4,Loyal Customer
17223,310,101,873.53,2,4,3,At Risk
17224,501,8,100.86,1,1,1,Lost
17225,582,5,131.15,1,1,1,Lost
17226,309,61,900.12,2,3,3,At Risk
17227,19,125,2022.03,5,4,4,Champion
17228,16,358,3177.24,5,5,5,Champion
17229,96,47,318.76,3,3,2,Loyal Customer
17230,264,223,9924.95,2,5,5,At Risk
17231,12,1236,7197.04,5,5,5,Champion
17232,3,36,421.52,5,2,2,Recent User
17233,35,58,560.86,4,3,2,Loyal Customer
17234,183,14,149.89000000000001,3,1,1,Needs Attention
17235,25,99,1904.8799999999999,4,4,4,Champion
17236,13,158,1929.26,5,4,4,Champion
17237,11,80,1002.08,5,4,3,Loyal Customer
17238,3,1231,7783.1,5,5,5,Champion
17239,313,32,1189.45,2,2,3,Needs Attention
17240,596,7,130.6,1,1,1,Lost
17241,385,171,2744.14,2,4,4,At Risk
17242,108,84,2889.28,3,4,4,Loyal Customer
17243,1,1134,20889.86,5,5,5,Champion
17244,53,120,1826.04,4,4,4,Champion
17245,205,25,371.63,2,2,2,Needs Attention
17246,547,6,38.92,1,1,1,Lost
17247,15,55,282.19,5,3,1,Loyal Customer
17248,120,117,546.16,3,4,2,Loyal Customer
17249,429,27,68.03,1,2,1,Needs Attention
17250,4,57,384.52,5,3,2,Loyal Customer
17251,363,80,812.4300000000001,2,4,3,At Risk
17252,117,87,353.86,3,4,2,Loyal Customer
17253,18,18,178.26,5,2,1,Recent User
17254,5,148,470.73,5,4,2,Loyal Customer
17255,41,190,799.13,4,5,3,Loyal Customer
17256,107,31,498.93,3,2,2,Needs Attention
17257,436,15,192.73,1,1,1,Lost
17258,397,55,417.3,2,3,2,At Risk
17259,148,330,1889.34,3,5,4,Loyal Customer
17260,411,6,120.95,1,1,1,Lost
17261,510,46,230.44,1,3,1,At Risk
17262,52,21,2757.62,4,2,4,Recent User
17263,208,23,63.440000000000005,2,2,1,Needs Attention
17264,424,84,279.59,1,4,1,At Risk
17265,139,127,562.9,3,4,2,Loyal Customer
17266,2,127,517.73,5,4,2,Loyal Customer
17267,127,38,317.62,3,3,2,Loyal Customer
17268,108,30,1733.8899999999999,3,2,4,Needs Attention
17269,386,146,537.46,2,4,2,At Risk
17270,469,49,604.4,1,3,2,At Risk
17271,736,52,210.39,1,3,1,At Risk
17272,42,114,2148.63,4,4,4,Champion
17273,424,12,141.12,1,1,1,Lost
17274,35,79,577.38,4,4,2,Loyal Customer
17275,383,24,114.52,2,2,1,Needs Attention
17276,402,54,508.39,2,3,2,At Risk
17277,228,69,1065.3500000000001,2,3,3,At Risk
17278,241,17,271.24,2,2,1,Needs Attention
17279,58,9,187.82999999999998,4,1,1,Recent User
17280,438,6,118.85999999999999,1,1,1,Lost
17281,374,6,797.8499999999999,2,1,3,Needs Attention
17282,130,217,2339.66,3,5,4,Loyal Customer
17283,379,15,188.46,2,1,1,Needs Attention
17284,60,374,2793.16,3,5,4,Loyal Customer
17285,628,49,428.34,1,3,2,At Risk
17286,22,93,395.48,4,4,2,Loyal Customer
17287,26,495,4111.96,4,5,5,Champion
17288,9,295,2499.98,5,5,4,Champion
17289,32,279,2079.39,4,5,4,Champion
17290,4,203,1501.44,5,5,4,Champion
17291,308,1,550.8000000000001,2,1,2,Needs Attention
17292,472,15,271.75,1,1,1,Lost
17293,8,245,3774.23,5,5,5,Champion
17294,669,17,467.78999999999996,1,2,2,Needs Attention
17295,29,69,556.95,4,3,2,Loyal Customer
17296,730,33,338.13,1,2,2,Needs Attention
17297,17,51,131.78,5,3,1,Loyal Customer
17298,101,70,957.5600000000001,3,3,3,Loyal Customer
17299,12,120,1016.08,5,4,3,Loyal Customer
17300,391,44,393.64,2,3,2,At Risk
17301,21,121,330.43,4,4,2,Loyal Customer
17302,15,79,1135.63,5,4,3,Loyal Customer
17303,361,53,250.04,2,3,1,At Risk
17304,534,5,111.5,1,1,1,Lost
17305,649,9,2135.46,1,1,4,Lost
17306,11,72,9782.35,5,3,5,Loyal Customer
17307,395,48,3999.8900000000003,2,3,5,At Risk
17308,393,7,4511.76,2,1,5,Needs Attention
17309,95,37,330.59000000000003,3,2,2,Needs Attention
17310,387,2,1025.1,2,1,3,Needs Attention
17311,78,127,3566.56,3,4,5,Loyal Customer
17312,139,14,644.3,3,1,3,Needs Attention
17313,31,24,2328.84,4,2,4,Recent User
17314,25,256,4904.43,4,5,5,Champion
17315,2,759,9650.6,5,5,5,Champion
17316,420,35,124.45,1,2,1,Needs Attention
17317,46,9,2600.34,4,1,4,Recent User
17318,725,18,164.28,1,2,1,Needs Attention
17319,669,3,29.1,1,1,1,Lost
17320,100,174,2895.77,3,4,4,Loyal Customer
17321,8,295,1741.18,5,5,4,Champion
17322,376,177,922.59,2,4,3,At Risk
17323,15,336,1565.59,5,5,4,Champion
17324,18,152,2301.87,5,4,4,Champion
17325,280,39,609.5699999999999,2,3,2,At Risk
17326,408,89,321.95,2,4,2,At Risk
17327,410,4,152.35,2,1,1,Needs Attention
17328,673,6,104.7,1,1,1,Lost
17329,14,105,1004.4300000000001,5,4,3,Loyal Customer
17330,23,8,423.8,4,1,2,Recent User
17331,124,1,175.2,3,1,1,Needs Attention
17332,528,95,838.27,1,4,3,At Risk
17333,86,28,494.25,3,2,2,Needs Attention
17334,302,31,635.15,2,2,3,Needs Attention
17335,384,39,508.0,2,3,2,At Risk
17336,472,1,81.12,1,1,1,Lost
17337,151,543,2027.8700000000001,3,5,4,Loyal Customer
17338,17,1362,12142.57,5,5,5,Champion
17339,94,14,362.36,3,1,2,Needs Attention
17340,30,777,22404.82,4,5,5,Champion
17341,157,407,1889.83,3,5,4,Loyal Customer
17342,380,35,1227.54,2,2,3,Needs Attention
17343,355,80,1259.94,2,4,4,At Risk
17344,46,69,468.11,4,3,2,Loyal Customer
17345,15,213,1604.68,5,5,4,Champion
17346,4,1009,5323.0,5,5,5,Champion
17347,86,1,228.96,3,1,1,Needs Attention
17348,15,461,2476.41,5,5,4,Champion
17349,179,94,852.25,3,4,3,Loyal Customer
17350,8,146,1906.041,5,4,4,Champion
17351,36,69,1988.23,4,3,4,Loyal Customer
17352,696,5,36.25,1,1,1,Lost
17353,129,14,3242.0,3,1,5,Needs Attention
17354,51,104,3143.46,4,4,5,Champion
17355,386,37,285.11,2,2,1,Needs Attention
17356,312,86,946.47,2,4,3,At Risk
17357,24,45,388.14,4,3,2,Loyal Customer
17358,303,147,866.05,2,4,3,At Risk
17359,11,38,284.46,5,3,1,Loyal Customer
17360,17,240,1231.3799999999999,5,5,3,Loyal Customer
17361,49,58,880.64,4,3,3,Loyal Customer
17362,239,144,1024.04,2,4,3,At Risk
17363,395,36,940.86,2,2,3,Needs Attention
17364,1,920,12070.42,5,5,5,Champion
17365,13,799,8224.98,5,5,5,Champion
17366,432,135,1096.24,1,4,3,At Risk
17367,238,34,168.4,2,2,1,Needs Attention
17368,23,240,2826.14,4,5,4,Champion
17369,456,1,979.1999999999999,1,1,3,Lost
17370,73,33,446.18,3,2,2,Needs Attention
17371,17,146,662.55,5,4,3,Loyal Customer
17372,41,660,4377.56,4,5,5,Champion
17373,40,91,1167.5,4,4,3,Loyal Customer
17374,219,42,727.11,2,3,3,At Risk
17375,199,86,660.55,2,4,3,At Risk
17376,71,55,453.64,3,3,2,Loyal Customer
17377,24,1776,18319.41,4,5,5,Champion
17378,374,1,10.95,2,1,1,Needs Attention
17379,11,83,404.66,5,4,2,Loyal Customer
17380,434,10,645.0,1,1,3,Lost
